index,text,paraphrased_text
2847,got up and put on the clock he then followed ,['He got up and put the clock on.']
2848,the princesses onto the stabbing but halfway through he accidentally ,['He accidentally stabbed the princesses halfway through.']
2849,stepped on the gown of the youngest Princess I'm telling ,"[""I'm telling you that I stepped on the gown of the youngest Princess.""]"
2850,you sisters something is amiss someone has caught hold of ,['Someone has caught hold of you sisters.']
2851,my girl don't be a fool it might just be ,['My girl might be a fool.']
2852,a name now stop crying or you will delay us ,['You will delay us if you stop crying.']
2853,all the princesses followed by the invisible soldier made their ,['The princesses followed the invisible soldier.']
2854,way to the bottom of the stairs they found themselves ,['They found themselves at the bottom of the stairs.']
2855,in a beautiful Grove of fruit laden trees and flowers ,['There is a grove of trees and flowers.']
2856,made of silver beyond the Grove was a lake where ,['The lake was made of silver.']
2857,12 handsome princes awaited the princesses in 12 small boats ,['The princes were waiting for the princesses in small boats.']
2858,the princesses rushed to their beloved each and got into ,['The princesses got into each other.']
2859,his boat the soldiers sneaked into the boat with the ,['The soldiers sneaked into the boat.']
2860,youngest Princess the boat is very heavy today I don't ,"[""I don't think the Princess is very heavy.""]"
2861,know what is happening today everything is wrong the princesses ,['Everything is wrong the princesses.']
2862,and the princes reached the other side of the lake ,['The princes went to the other side of the lake.']
2863,there was another beautiful group there it was lit with ,['There was a beautiful group there.']
2864,1000 lamps and music wafted throughout let's go sisters everybody ,['There were 1000 lamps and music.']
2865,got off the boats and into the groove the princesses ,['The princesses got off the boats.']
2866,and the Prince is dance with each other like there ,['The Prince is dancing with another person.']
2867,was no tomorrow the soldier hid himself in one corner ,['The soldier hid in one corner.']
2868,and watched everything the princesses dance through the night and ,['The princesses danced through the night.']
2869,when morning came they returned to the palace and slept ,['They returned to the palace and slept.']
2870,so this is where the princesses go and This is ,['This is where the princesses go.']
2871,why the shoes were out overnight let me see what ,['I want to know why the shoes were out overnight.']
2872,they do tonight the soldier waited and watched One day ,['The soldier waited and watched one day.']
2873,when  was standing at the window singing sad songs ,['I was singing sad songs at the window.']
2874,Cortana a very handsome Prince was passing by he stopped ,['The handsome Prince was stopped.']
2875,and looked here and there to see where this beautiful ,['This is a beautiful place to look at and see.']
2876,walls was coming from Halo oh what a beautiful song ,['The walls were coming from a game.']
2877,who is singing so beautiful the Prince notice the beautiful ,['The Prince sees the beautiful.']
2878,voice coming from the tower he wanted to climb the ,['He wanted to climb the tower.']
2879,tower and looked for the dough but could not find ,['The dough was not found when the tower looked for it.']
2880,one she went back home in dismay bat Rapunzel singing ,['She went back to her house.']
2881,had touched his heart so much that everyday he started ,['He started touching his heart everyday.']
2882,going to the forest to listen to Rapunzel song one ,['Going to the forest to listen to a song.']
2883,day he was standing behind the tree when he saw ,['He was standing behind a tree.']
2884,the witch coming heard what she said Rapunzel Rapunzel let ,['The witch heard what she said.']
2885,down your hair to me then Rapunzel let down her ,['Down your hair to me.']
2886,long beautiful hair and the witch climbed up the tower ,['The witch climbed up the tower.']
2887,oh that's the way to climb up to the tower ,"[""That's the way to get to the tower.""]"
2888,I shall do the same the next day when it ,['I will do the same the next day.']
2889,began to grow dark he went to the tower Robin ,['He went to the tower.']
2890,self Rapunzel let your hair down to me immediately the ,['I let your hair down.']
2891,hair fell down and the Prince climbed up ohh who ,['The Prince climbed up after his hair fell down.']
2892,are you goes on you are the most beautiful maiden ,['Are you going on?']
2893,that I have ever seen in my life I have ,"[""I've seen that in my life.""]"
2894,lost my heart to you will you marry me will ,['Will you marry me?']
2895,you be my wife and you put me in my ,['You put me in my wife.']
2896,Kingdom Oh my friends I wish that was possible but ,['I wish that was possible.']
2897,the which won't likely go out of this tower and ,"[""The tower won't likely leave.""]"
2898,if she comes to know about you she will kill ,['She will kill you if she learns about you.']
2899,you I don't care you are coming with me now ,"[""I don't care if you are coming with me.""]"
2900,come on let's go all friends I am ready to ,['I am ready to go with all my friends.']
2901,go away with you but I do not know how ,"[""I don't know how to go away with you.""]"
2902,to get down if I let down my hair then ,['I have to get down if I let my hair down.']
2903,how will I get down you are right you have ,['How will I get down?']
2904,to go now the witch will come soon yes don't ,['The witch will come soon.']
2905,worry Rapunzel I will think of something and come back ,['I will think of something and come back.']
2906,tomorrow that moment when the Prince was climbing down the ,['The Prince was climbing down.']
2907,tower the witch saw him oh so he wants to ,"['The witch saw him, so he wants to.']"
2908,take Rapunzel away they both will have to pay for ,['Both of them will have to pay for it.']
2909,this the witch climbed the tower after asking Rapunzel to ,['The witch climbed the tower after asking the girl.']
2910,let down her hair you treacherous girl how could you ,['How could you let her hair down?']
2911,even think of betraying me yushchak pay for this the ,['Think about betraying me and paying for it.']
2912,witch took a big pair of scissors and chopped off ,['A witch chopped off a pair of scissors.']
2913,her long beautiful dresses Rapunzel was left all alone in ,['Her long dresses were left alone.']
2914,the desert by the witch to live in creep and ,['The witch lived in the desert.']
2915,misery meanwhile the Prince returns the next evening to take ,['The Prince returns the next night.']
2916,Rapunzel away Rapunzel Rapunzel let down your hair the wicked ,['The wicked let down your hair.']
2917,witch let down the long break that she had chopped ,['She let down the break that she had taken.']
2918,off from rapunzel's hair and the Prince climbed the tower ,"[""The Prince climbed the tower without rapunzel's hair.""]"
2919,without knowing what danger was awaiting him when the Prince ,"[""When the Prince was around, he didn't know what danger he was in.""]"
2920,was about to enter the window the wicked witch chopped ,['The wicked witch was about to open the window.']
2921,off the trade just to see the Prince call of ,['Just to see the call of the Prince.']
2922,the tower into the thorny bushes under the tower the ,['The tower goes under the bushes.']
2923,Prince started bleeding from his eyes as the thorns blinded ,['Prince was bleeding from his eyes.']
2924,him completely ha ha ha ha the witch cast a ,['He was completely cast by the witch.']
2925,spell on the Prince and he wondered in words around ,['He wondered about the spell on the Prince.']
2926,the world without any site and survived in poor conditions ,"['In poor conditions, the world without a site and survived.']"
2927,meanwhile the Prince roundabout and misery for 2 years and ,['The Prince roundabout has been a source of misery for 2 years.']
2928,finally he got to the desert by Rapunzel was left ,['He made it to the desert by himself.']
2929,by the witch no lalo suddenly heard the beautiful sad ,['The beautiful sad was suddenly heard by the witch.']
2930,voice of his beloved and started shouting and excitement but ,['The voice of his beloved was shouting and excited.']
2931,why's that boys is that you Rapunzel is it really ,"['Is it really you, boys?']"
2932,you he went towards it and when he approached Rapunzel ,['He went towards it when he approached her.']
2933,said oh Prince you finally found me I missed you ,"['I missed you, Prince, you finally found me.']"
2934,so much I am so happy to see you that ,['I am so happy to see you.']
2935,I can't stop crying 2 of her tears fell on ,"[""I can't stop crying.""]"
2936,his eyes and they grew clear again and he could ,['He was able to see again because his eyes grew clear again.']
2937,see with them as before I can see again Oh ,['I can see them again with them.']
2938,my sweet truck Windsor what have they done to us ,['What have they done to us?']
2939,let go back to my Kingdom he took her to ,['Let him take her back to my kingdom.']
2940,his Kingdom after a year Rapunzel gave birth to a ,['His Kingdom had a baby after a year.']
2941,Pretty Little baby girl who looked just like her and ,['A little girl who looked like her.']
2942,they lived happily ever after get up tofu or you'll ,['They lived happily after eating tofu.']
2943,get late for school get up tofu Tia you what ,['Get up early for school.']
2944,happened that that was haha yeah yeah I know I ,['I know that happened.']
2945,know that was me in your dream now get up ,"['Get up, I was in your dream.']"
2946,and get ready Sir play hatia that monkey over there ,"['Sir, get ready to play that monkey over there.']"
2947,tried to imitate me really Tia why are you laughing ,['Why are you laughing when I tried to imitate you?']
2948,wait I'll tell you why monkeys do this the monkeys ,['I will tell you why the monkeys do this.']
2949,and the capseller and one by one took all the ,['The capseller took all the money.']
2950,caps from the cap sellers basket adapted mind math come ,['Mind math comes from the cap sellers basket.']
2951,explorer they came down the tree u when the cap ,['They came down the tree.']
2952,seller woke up he was shocked to see ntil you ,['The seller woke up and saw you.']
2953,find this when the capseller woke up he was shocked ,['The capseller was shocked to find this when he woke up.']
2954,to see his basket empty he search for his caps ,['He searches for his caps to see his basket empty.']
2955,everywhere to his surprise he saw the monkeys for varying ,['He saw different monkeys everywhere.']
2956,belly hello found that the monkeys for imitating him so ,['The monkeys were imitating him.']
2957,he started throwing his cap down and the monkeys did ,['The monkeys did something when he threw his cap down.']
2958,so the capseller collected all the caps put them back ,['All the caps were put back by the cap seller.']
2959,in his basket and went away happily run so tofu ,['Tofu was in his basket and he ran away happily.']
2960,we should deal with cleverness in such situations because we ,['We should deal with cleverness in those situations.']
2961,stem helps during difficult times I understand slow and steady ,['I understand slow and steady during difficult times.']
2962,wins the race slow and steady wins the race what ,['Slow and steady wins the race.']
2963,happened to food what is it that you are thinking ,['What happened to food?']
2964,PST a I am not able to understand how can ,"[""I don't understand how it can be.""]"
2965,a person when the race if he slow and yet ,['A person if the race is slow.']
2966,study there is a very famous story behind this should ,['There is a famous story behind this.']
2967,I tell you that first sure the hare and the ,['I will tell you that first.']
2968,tortoise long ago in a forest a small get together ,['A small group of tortoises in a forest.']
2969,of animals was taking place you know what I can ,['There were animals in the place you know what I mean.']
2970,beat anyone in this forest no but I can beat ,['I can beat anyone in this forest.']
2971,me in a race yes I have seen him running ,"[""I've seen him run in a race.""]"
2972,I bet he can beat anyone in this forest suddenly ,['I think he can beat anyone in this forest.']
2973,from the crowd they hear somebody laughing you think you ,['They hear someone laughing from the crowd.']
2974,can beat me in a race I may not disagree ,['I can beat you in a race.']
2975,with you or Mr her but I might not deny ,['I might not deny with you or Mr. her.']
2976,that I have No Fear of competing with you oh ,['I have no fear of competing with you.']
2977,really so let's have a race and let's see who ,"[""Let's have a race and see who comes out on top.""]"
2978,wins so one fine sunny day all the animals gathered ,"['One fine sunny day, all the animals are gathered.']"
2979,for the race everybody was sure that the hair is ,['Everyone was sure about the hair for the race.']
2980,gonna be a clear cut winner may the best man ,['Will be a clear cut winner.']
2981,win and balance set the hair proudly ha ha ha ,['The hair was set with win and balance.']
2982,ha ha ha ha ha ha ha now let's go ,"[""Let's go now.""]"
2983,old man I'll beat you in a second the hair ,"[""I'll beat you with my hair.""]"
2984,run so fast that all the things on the path ,['Run so fast that everything is on the path.']
2985,go for a spin on the other hand the dog ,['Go for a ride on the dog.']
2986,toys is running too but at such a piece that ,['The toys are running too.']
2987,even snails could pass by him easily suddenly the hair ,['snails could easily pass by him.']
2988,stops and looks behind backdoor toys is gonna take ages ,['It will take ages to stop and look behind the toys.']
2989,to reach this point so let's just stop here and ,"[""Let's stop here and reach this point.""]"
2990,take some rest by the time he reaches here I ,['Take a break by the time he gets here.']
2991,would get good rest and then cover him up in ,['It would be a good idea to cover him up.']
2992,a blink of a second in the meanwhile the toys ,['There is a blink of a second.']
2993,slowly and steadily reaches the point where the hair is ,"['Slowly and steadily, the hair reaches the point.']"
2994,fast asleep keep quiet sleep tiptoes past the girl and ,['Quiet sleep creeps past the girl.']
2995,her is all ignorant of this car suddenly the her ,['She is not familiar with this car.']
2996,can't stop by the Rose of the crowd cheering up ,"[""Can't stop by the Rose of the crowd cheering.""]"
2997,the dark toys go to toys go go to toys ,['The toys that are dark go to toys that are light.']
2998,how's that possible I kept on sleeping for so long ,['I slept for a long time.']
2999,that cooked or choices about to finish the risk he ,['The risk is about to be finished.']
3000,runs and runs and runs back to his disappointment that ,['He runs and runs and runs back to his disappointment.']
3001,are toys just manages to finish the race before he ,['The toys finish the race before he.']
3002,could in the story the hair was so full of ,['There was so much hair in the story.']
3003,himself she was over confident that he would surely beat ,['She was confident that he would beat her.']
3004,the toys in the race because he is faster than ,['The toys in the race are faster than him.']
3005,that poor being in every other way but but the ,['That poor is in every other way.']
3006,hair under estimated that are toys and succumb did his ,['His hair is estimated to be toys.']
3007,own fake overconfidence yes and that's why only a person ,['Only a person has fake overconfidence.']
3008,who thinks calmly and it's not over confident of himself ,"[""It's not over confident of himself, who thinks calmly.""]"
3009,wins the race in every sphere of life proud people ,['People who win the race in every sphere of life.']
3010,can't survive for long well odia I'm feeling scared would ,"[""I'm not sure if I would survive for long.""]"
3011,we be able to reach at camp yes one morning ,"['One morning, we will be able to reach camp.']"
3012,she was walking in the forest and lost her way ,['She lost her way in the forest.']
3013,she saw a friendly cottage wow she knocked on the ,['She knocked on the door of a friendly cottage.']
3014,door but nobody was there she went inside the friendly ,['She went inside the door but nobody was there.']
3015,cottage belong to 3 bears Goldilocks was very hungry she ,['Goldilocks was very hungry.']
3016,saw 3 bowls of porridge on the table first she ,['She saw 3 bowls of food on the table.']
3017,tried a spoonful from daddy bears big bone this porridge ,['I tried a spoon from Daddy.']
3018,is too hot next she tried from Mamma bears medium ,['Is it too hot next?']
3019,bowl storage is also too hot finally she tried from ,['She tried bowl storage and it was too hot.']
3020,baby bears small bowl this barrage is just right and ,['The baby bears a small bowl.']
3021,she ate the whole bowl no Goldilocks with tired she ,['She ate the whole bowl.']
3022,saw 3 chairs kept in a room this chair is ,['There are 3 chairs in a room.']
3023,too big let's chair is stupid too best chair is ,['The best chair is too big.']
3024,just right Pata chat broke Goldilocks was very tired so ,['Goldilocks was very tired so the chat broke.']
3025,she went upstairs she saw 3 beds in the room ,['She saw three beds in the room upstairs.']
3026,she sat on the first bed and thought this bed ,['She thought of this bed while sitting on the first bed.']
3027,is too hard this bed is too soft this bed ,['This bed is too soft.']
3028,is just right soon the 3 bears came home who's ,['Is it right that the 3 bears came home?']
3029,penny day my parrot asked daddy bear who's been eating ,"[""My parrot asked who's been eating.""]"
3030,my porridge asked Mama bear who's been eating my porridge ,['Mama bear has been eating my breakfast.']
3031,I needed it all up right baby bear who's been ,"['I needed it all, baby bear.']"
3032,sitting on my chair daddy bear house who's been sitting ,['Daddy has been sitting on my chair.']
3033,on my chat wondered Mama bear who's been sitting on ,['I wondered who the Mama bear was sitting on.']
3034,my chair and it's broken cried baby bear they went ,['They went to my chair and it was broken.']
3035,up in the room and saw who's been sleeping on ,"['In the room, I saw who had been sleeping.']"
3036,my bed said daddy bear who's been sleeping on my ,['Daddy bear has been sleeping on my bed.']
3037,bed said Mama bear who's been sleeping on my bed ,['A bear has been sleeping on my bed.']
3038,and she's still there screened baby bear Goldilocks woke up ,['Goldilocks woke up after she screened the baby bear.']
3039,and saw the 3 bears she was so frightened that ,['She was frightened when she saw the 3 bears.']
3040,she jumped out of the bed and raced through the ,['She jumped out of the bed.']
3041,forest and she never came back Goldilocks last of a ,['She never came back from the forest.']
3042,2 just like us no dope we have not lost ,"['We have not lost, just like us.']"
3043,her way see we are already at the camp Tai ,['We are at the camp Tai.']
3044,guess we have come too far from our camp when ,['We have come too far from our camp.']
3045,will we go back I'm feeling hungry it will take ,"[""I'm not sure if we'll go back.""]"
3046,some time to fool those berries look Yum I think ,"[""I think it's time to fool those berries.""]"
3047,I can treat on them for the time being tofu ,['I can treat them with tofu.']
3048,stop do you even know what those berries are about ,['Do you know what those berries are about?']
3049,they lowkyam to me that is all I know but ,"[""I don't know what they're doing to me.""]"
3050,they can be poisonous you are in the middle of ,['They can be poisonous if you are in the middle of it.']
3051,a jungle poisonous come let me tell you a story ,['Let me tell you a story about the jungle.']
3052,on our way back to the camp on a long ,['On our way back to the camp.']
3053,sunny day there was a fox walking in a desert ,['There was a fox in the desert.']
3054,hungry and thirsty all that he could see was miles ,['All he could see was hungry and thirsty.']
3055,of sand and barren rocks how it is so hot ,['How hot is the sand and barren rocks?']
3056,I need water badly he kept on walking and suddenly ,['I need water and he kept on walking.']
3057,he saw a well thank God I finally found a ,['I finally found a way to thank him.']
3058,well now I will no longer be thirsty hi rain ,['I will no longer be thirsty.']
3059,and rain in great excitement the moment he lived on ,['The rain was very exciting when he lived on.']
3060,the wells wall to check water she lost his balance ,['She lost her balance while checking the wells wall.']
3061,and fell in the well have have somebody please help ,['Have you fallen in the well?']
3062,me this one is really deep how would I ever ,['How would I ever do that one?']
3063,get out of this place nearby a goat was passing ,['A goat was passing by and you should get out of this place.']
3064,the web when she heard the fox she went to ,"['When she heard the fox, she went to the web.']"
3065,people with a well hey fox what are you doing ,['What are you doing?']
3066,inside this well oh gold isn't it too hot outside ,"[""It's too hot inside this well.""]"
3067,I just came into this world to call myself off ,['I came into this world to stop.']
3068,why don't you also happen and enjoy this cool and ,"[""Enjoy this and why don't you?""]"
3069,refreshing water not even thinking for a second the code ,['Not even thinking about the code.']
3070,jumped into the well fox you were right this water ,['You were right about the well fox being in the water.']
3071,is actually very refreshing I could spend all my day ,['I could spend all my day here.']
3072,out here after sometime the goat stops and asks the ,['The goat stops and asks.']
3073,fox wait a second how in the world will be ,['How in the world will it be?']
3074,managed to get out of this world oh it's going ,"[""It's going, I managed to get out of this world.""]"
3075,to be simple if you stand on your 2 feet ,"['If you stand on your feet, it will be easy.']"
3076,and push me up I can manage to reach to ,['I can reach to you if you push me up.']
3077,the top of the well and then pop out of ,['The well pops out at the top.']
3078,the world the goat once again without thinking twice does ,['The goat is back in the world without thinking twice.']
3079,as the fox said hey what about me how would ,"['The fox asked, ""what about me?""']"
3080,i get out what happened to full today in school ,['What happened in school today?']
3081,teacher asked us to write something about the wolf so ,['We were asked to write about the wolf.']
3082,why don't you write about it but yeah I dont ,"[""I don't write about it.""]"
3083,know anything about how who behaves come let me tell ,['Let me tell you anything about how someone behaves.']
3084,you a story and then you would be able to ,['You would be able to tell a story.']
3085,figure out how it behaves the wolf and the crane ,['How does the crane behave with the wolf?']
3086,one day a hungry wolf was eating his prey so ,['A hungry wolf ate his prey.']
3087,rapidly that a bone got stuck in his throat he ,['A bone got stuck in his throat.']
3088,ran around the forest howling in pain please help me ,['I ran around the forest in pain.']
3089,I will reward handsomely anyone who removes the bone from ,['Anyone who removes the bone will be rewarded handsomely.']
3090,my throat a passing cream to pity on the wolf ,['To pity on the wolf.']
3091,even though the task was dangerous the leader of the ,['The leader of the task was dangerous.']
3092,profit motivated him to help so he decided to help ,['He decided to help because of the profit.']
3093,him I will help you but you need to stay ,"['I will help you, but you need to stay.']"
3094,still I look down your throat and then remove the ,['I look at your throat and remove it.']
3095,bone as promised the crane did his job now give ,['The crane did his job.']
3096,me my reward reward what reward you greedy fellow you ,['What reward do you get for being greedy?']
3097,had your head in my throat and instead of eating ,"['Instead of eating, you had your head in my throat.']"
3098,you up I let you go unharmed that should be ,['I let you go unharmed.']
3099,rewarded up for you go away or I'll crush you ,"[""I'll crush you if you go away.""]"
3100,the crane walked away disappointed although she felt happy that ,['She was happy that the crane walked away disappointed.']
3101,he had helped in saving someones life So what did ,['What did he do to save someones life?']
3102,you understand from the story that one cannot trust the ,['You understand that one cannot trust others.']
3103,comings of a wolf right to food and now would ,['It would be comings of a wolf right now.']
3104,you be able to write about the world yes he's ,"[""He's able to write about the world.""]"
3105,in and whosoever will come to meet him will become ,['Who will come to meet him?']
3106,his prey being the king of the jungle the lion ,['The king of the jungle is the lion.']
3107,announced he was sick and summoned the animals to come ,['He summoned the animals when he was sick.']
3108,and hear his last will the lion put his sinful ,['Will the lion kill him?']
3109,plan to practice and it started working 4 animals didn't ,['The plan was for it to start working 4 animals.']
3110,know about his wicked plan and fell into his trap ,['He fell into his trap because he knew about his plan.']
3111,many of his well wishers got killed so tofu the ,['Tofu was the reason many of his well wishers got killed.']
3112,moral of the story is you should never trust a ,['You should never trust the story.']
3113,fake person what are you doing to fool I'm trying ,"[""I'm trying to figure out what you're doing to be a fake person.""]"
3114,to water the plants but this hoses broken come let ,"[""The hoses are broken and it's not possible to water the plants.""]"
3115,me tell you a short story the clever crow 23 ,['The clever crow is a short story.']
3116,girls have you Friday my name is doctor Jeff vinegar ,['Do you know the name of the doctor?']
3117,but perhaps better known as the dancing scientist I have ,['I am known as the dancing scientist.']
3118,appeared on many national and international TV shows I have ,['I have appeared on many TV shows.']
3119,also invented hit science toys performed at the world Science ,['Hit science toys were performed at the world Science.']
3120,Festival tonight or hundreds of schools around the world it's ,"[""It's a festival or hundreds of schools around the world.""]"
3121,now been over 25 years its bill naik read videos ,['It has been over 25 years.']
3122,that inspired millions of kids in school today kids are ,['Millions of kids in school are inspired by that.']
3123,learning new science topics to new science standards what was ,['What did you learn about new science standards?']
3124,that thats why we created generation genius a new teaching ,['Generation genius is a new teaching.']
3125,resource for grades kata 5 made in partnership with the ,['There is a resource for grades kata 5.']
3126,National Science teachers association its educational evidence is like that ,['The educational evidence of the National Science teachers association is similar to that.']
3127,something is true and entertaining it supports the next generation ,['It supports the next generation.']
3128,science standards and I put 2 of the north poles ,['I put 2 of the north poles on science standards.']
3129,together they repel how does it do that also good ,['How does it repel them?']
3130,lesson plans reading material quizzes and DIY activities you can ,['There are lesson plans for reading material and quizzes.']
3131,do in the classroom most importantly it's kid tested and ,"[""It's important that the kid is tested in the classroom.""]"
3132,approved what do you think try it free@generationgenius.com to get ,['Do you think you can get it for free?']
3133,all are videos lessons for grades kata 5 always questions ,['There are videos for grades kata 5.']
3134,always generation genius oh come explorer the site with me ,"['explorer with me, always generation genius']"
3135,I'm in first grade so I'll pick that me to ,"[""I'm in first grade and I'll pick that one.""]"
3136,a fun fishing adventure fish and tell you find this ,['This is a fun fishing fish.']
3137,sunken ship I think 9 is the answer got it ,['I think 9 is the answer.']
3138,right but you know it great about adapted mind if ,"[""You know, it's great about adapted mind.""]"
3139,I can't figure out the problem like this 1I can ,"[""I can't figure it out.""]"
3140,click here to get an explanation from a real teacher ,['You can get an explanation from a real teacher.']
3141,this helps me understand the concept I don't quite get ,"[""This helps me understand what I don't understand.""]"
3142,yet wow look up et let's click on it to ,"[""Let's click on it.""]"
3143,customize it the more we play the more pets we ,['The more we play the more pets we have.']
3144,earn I love pets and we found the sunken ship ,['I love animals and we found a sunken ship.']
3145,together adapted mind is so much fun click here to ,['Click here to learn more about adapted mind.']
3146,come play with me again quick before times up last ,"['Before times up last, come play with me again.']"
3147,chance the travel crow one hot day a thirsty crow ,"['One hot day, a thirsty crow.']"
3148,flew all over the fields looking for water hi little ,['It was all over the fields looking for water.']
3149,mouse began running up pin down upon him desun wakens ,['The mouse ran up a pin on him.']
3150,the lion angry at the little mouse the line cut ,['The lion was angry at the little mouse.']
3151,the mouse and said how are you wake me I ,['The mouse asked how you wake me.']
3152,will tell you the mouse was frightened and trade to ,['Will tell you that the mouse was frightened.']
3153,the line pardon oking please do not kill me I ,['Please do not kill me.']
3154,am a little creature please let me go and I ,"[""I'm a little creature, please let me go.""]"
3155,will do you a good return one day sparing my ,['Will you give me a good return one day?']
3156,life the lion was Rotherham used to hear this thinking ,['The lion used to hear this.']
3157,what good can he do to me but let him ,['Let him do what he can for me.']
3158,go a few days after the line was walking in ,['The line was walking in.']
3159,a jungle he found himself caught in a hunters net ,['He was caught in a hunters net.']
3160,he rode and rolled to get out of the net ,['He rolled to get out of the net.']
3161,but he failed the line was little aunties in trouble ,['The little aunties were in trouble because he failed the line.']
3162,and he decided to help her he said to the ,['He said that he would help her.']
3163,Ant don't play my friend I received you the dark ,['I received you the dark.']
3164,quickly plucked of a leaf and dropped it into the ,['Quickly plucked a leaf and put it in a container.']
3165,water near the struggling Ant the Ant move towards the ,['The ants move towards the water.']
3166,leaf and climbed up there and the Ant reached to ,['The ants reached up the leaf.']
3167,the shore safely the thankful hands read secret fun to ,['The shore is safe.']
3168,you for saving my life few weeks later the aunt ,['You saved my life a few weeks later.']
3169,saw a bad hunter with a gun the hunter was ,['The hunter had a gun.']
3170,targeting at the dark sitting on the tree guessing what ,['Targeting at the dark on a tree.']
3171,he was about to do the Ant quickly bit him ,['He was going to bite him.']
3172,on the heel Ouch you pathetic and what have you ,['You are pathetic and what have you been?']
3173,done the Ant walked away happily as she was able ,['She was able to walk away happily.']
3174,to help the dove in return so tofu just the ,['Tofu just to help the dove.']
3175,way that's good deed helped him to get out of ,['That was a good deed that helped him get out.']
3176,danger by the end similarly every good date we do ,['Every good date is at risk by the end.']
3177,for others will surely come back to us I will ,['I will bring others back to us.']
3178,always help the needy that's like a good boy tofu ,"[""Always help the needy, that's like a good boy.""]"
3179,that's a wolf out there he looks so big at ,"[""That's a wolf out there.""]"
3180,calling your to food wolves are known to be clever ,"[""It's known to be clever to call your food wolves.""]"
3181,and cunning my childhood memories with wolves are quite interesting ,['My childhood memories with wolves are interesting.']
3182,SPF actually the story of the wolf and the 7 ,['The story of the wolf and the 7 is actually SPF.']
3183,little goats the world found this 7 little girls wow ,['The world found 7 little girls.']
3184,I haven't heard that one tell me the story TA ,"[""I haven't heard that story.""]"
3185,the wolf and the 7 little goats Once Upon a ,['There are 7 little goats and a wolf.']
3186,time there lived to Mama goat and her 7 little ,['The goat and her little one lived there.']
3187,kids yes was a happy little home all the 7 ,['The kids were a happy home.']
3188,little kids used to play in the medals into the ,['Kids used to play in the medals.']
3189,wild with the butterflies and birds singing along the days ,['Birds and butterflies are in the wild.']
3190,used to go in complete harmony and bliss until 1:00 ,"['Until 1:00, used to go in complete harmony and bliss.']"
3191,day a big black wolf noticed these little kids playing ,['The little kids were playing when the big black wolf noticed them.']
3192,in the Meadow haha such an easy trip they offer ,['They offer an easy trip in the Meadow.']
3193,me I have a details since ages I'm sure these ,"[""Since ages, I'm sure these are my details.""]"
3194,would make delicious lamb chops for my dinner tonight he ,['I would love to eat lamb chops from him tonight.']
3195,waited for the moment when the mother goat would leave ,['waited for the mother goat to leave.']
3196,her kids alone patiently hiding in the bushes childrens I'm ,['The kids are hiding in the bushes.']
3197,going to the market to buy bread and cookies for ,['Buying bread and cookies at the market.']
3198,you I'll be back but evening just make sure you ,"[""Just make sure you are okay, I'll be back.""]"
3199,remain conscious of this big bad wolf good morning how ,"['Good morning, remain conscious of this big bad wolf.']"
3200,much we know if it's not you the Richard wolf ,"[""We know if it's not the Richard wolf.""]"
3201,can easily be recognised with his hose voice and black ,['His voice is black and he has a hose.']
3202,feet don't open the door or else you little ones ,"[""Feet don't open the door.""]"
3203,would get into danger don't worry mummy we will take ,"[""Would get into danger, don't worry, we will take it.""]"
3204,care of herself the mother goat went up to the ,['The mother goat took care of herself.']
3205,market and the kids made doubly sure with the locks ,['The kids were doubly sure with the locks.']
3206,on the door after making sure that they are safe ,"['After making sure they are safe, they go to the door.']"
3207,in their little home of doing to play when suddenly ,"['When suddenly, in their little home of doing to play.']"
3208,there was a knock on the door hello my children ,['There was a knock on the door.']
3209,open the door your mother is back hearing the voice ,['Your mother is listening to the voice.']
3210,the youngest one scampered to the door mummy money she's ,"[""The youngest scampered to the door with her mother's money.""]"
3211,back in no time the eldest one rain to catch ,['It rained back in no time.']
3212,his little sibling no it's not our mum she hasn't ,"[""It's not our mum, it's his little sibling.""]"
3213,got such a rough voice and then looking at the ,['I got a rough voice and looked at it.']
3214,door the eldest kid shouted back same go away you ,['The door was shouted back by the eldest kid.']
3215,big bad words are mother doesn't have such a harsh ,"[""Mother doesn't have such harsh words.""]"
3216,voice hearing this the wolf got annoyed and ran to ,['The wolf ran after hearing the voice.']
3217,get a box of chart as he had heard but ,['He should get a box of chart.']
3218,this would make quarry let's go and look for him ,"[""Let's go and look for him.""]"
3219,I went out searching for the wolf his tummy was ,"[""I searched for the wolf's tummy.""]"
3220,so filled that he slept off in a Meadow near ,['He slept in a meadow.']
3221,the house itself his nose was so loud that even ,"[""His nose was so loud he couldn't hear anything.""]"
3222,the branches of the tree was shuttering the mother goat ,['The mother goat was being shut down by the branches of the tree.']
3223,very quietly when's near him and asked the youngest They ,['They quietly asked the youngest when he was near them.']
3224,"begin where our backyard ends. Past the empty rabbit hutches, ",['Where our backyard ends.']
3225,"the trampoline, forbidden after my cousin broke his leg, the ",['The trampoline was forbidden after my cousin broke his leg.']
3226,"pool and its chlorine miasma. The slopes roll for miles, ",['The pool has slopes that roll for miles.']
3227,"golden, thick with sunburnt grass that rustles as sparrows and ",['The grass rustles as sparrows and is golden.']
3228,finches hunt for larvae and seeds. Their small chirps punctuate ,['The finches have small chirps.']
3229,"the predawn air, most days. Days when the patio door ",['There are days when the patio door is open.']
3230,"glass is cool against my cheeks, fogged from water collected ",['The glass is fogged from the water.']
